Title,URL,Category,Sub-Category,Skills,Rating,Organization
Decentralized Finance (DeFi): The Future of Finance Specialization,https://www.coursera.org/specializations/decentralized-finance-duke,Business,Finance,"Cryptography, Smart Contract, Decentralized Protocols, governance, Blockchain Mechanics, Consensus mechanisms, digital signature, Address mechanics, Flash loans, Bonding curves, Set Protocol’s tokenization method, Mechanics of Compound and Aave, ",4.8,Coursera
Project Management & Other Tools for Career Development Specialization,https://www.coursera.org/specializations/project-management-success,Business,Business Essentials,"Project Management, Risk Management, Communication, Negotiation, Project, Planning, Project Planning, Change Control, Change Management, Email Writing, Proofreading, Writing, ",4.7,Coursera
Project Management Principles and Practices Specialization,https://www.coursera.org/specializations/project-management,Business,Business Essentials,"Schedule, Project Management, Risk Management, Budget, Project, Planning, Project Planning, Budget Estimation, Change Control, Change Management, ",4.7,Coursera
Java Programming and Software Engineering Fundamentals Specialization,https://www.coursera.org/specializations/java-programming,Computer Science,Software Development,"HTML, JavaScript, Cascading Style Sheets (CSS), Java Programming, Html5, Algorithms, Problem Solving, String (Computer Science), Data Structure, Cryptography, Hash Table, Programming Principles, ",4.6,Coursera
MATLAB Programming for Engineers and Scientists Specialization,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,Computer Science,Software Development,"Matlab, Data Analysis, Object-Oriented Programming (OOP), Image Processing, Computer Programming, Problem Solving, Programming Language, ",4.8,Coursera
Design Thinking Specialization,https://www.coursera.org/specializations/uva-darden-design-thinking,Business,Leadership and Management,"Creativity, Strategic Thinking, Design Thinking, Innovation Management, Innovation, ",4.8,Coursera
Architecting with Google Kubernetes Engine Specialization,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,Information Technology,Cloud Computing,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",4.7,Coursera
Security in Google Cloud Specialization,https://www.coursera.org/specializations/security-google-cloud-platform,Information Technology,Security,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",4.7,Coursera
Leading People and Teams Specialization,https://www.coursera.org/specializations/leading-teams,Business,Leadership and Management,"Vision Alignment, Talent Management, Goals and Rewards, Motivate Employees, Leadership, goal setting, Communication, Leadership Development, Onboarding, Coaching, Recruitment, Management, ",4.8,Coursera
Coding for Everyone: C and C++ Specialization,https://www.coursera.org/specializations/coding-for-everyone,Computer Science,Software Development,"Algorithms, C Programming, Coding, C++, Computer Programming, Graph Theory, C++11, Graph Algorithms, Standard Template Library, ",4.4,Coursera
Developing Applications with Google Cloud Specialization,https://www.coursera.org/specializations/developing-apps-gcp,Computer Science,Software Development,"Debugging, Google Cloud Platform, Cloud Storage, Application development, Cloud Computing, Google Compute Engine, Google App Engine (GAE), Data Store, Application Programming Interfaces (API), Cloud Functions, Identity Management (IDM), Cloud Endpoints, ",4.7,Coursera
Real-World Product Management Specialization,https://www.coursera.org/specializations/real-world-product-management,Computer Science,Design and Product,"PM Interviewing, Real-World Examples, Product Management, Real-World Assignments, Technology Leadership, Go-to-market Strategy, Product/Market Fit, Tech Leadership, B2B Sales, Monetization Strategy, A/B/n testing, Customer Retention, ",4.5,Coursera
Pricing Strategy Optimization Specialization,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,Business,Marketing,"Cost-Based Pricing, Pricing Strategies, Market-Based Pricing, Customer Value-based Pricing, Strategic Management, Channel and Direct-to-Consumer Pricing, Price Discrimination, Price Elasticity Of Demand, Customer Willingness to Pay, Measuring Customer Preferences, Customer Psychology, Competitor Pricing Models, ",4.8,Coursera
Networking in Google Cloud Specialization,https://www.coursera.org/specializations/networking-google-cloud-platform,Information Technology,Networking,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",4.8,Coursera
Academic English: Writing Specialization,https://www.coursera.org/specializations/academic-english,Social Sciences,Education,"Punctuation, Essay Writing, Academic Writing, Writing, English Grammar, Grammar, Creative Writing, ",4.8,Coursera
Introduction to Cyber Security Specialization,https://www.coursera.org/specializations/intro-cyber-security,Computer Science,Computer Security and Networks,"Cryptography, Cybersecurity, Risk Assessment, Cyber Defense, Cyber Attacks, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Public-Key Cryptography, ",4.7,Coursera
Business Data Management and Communication Specialization,https://www.coursera.org/specializations/business-data-management-communication,Data Science,Data Analysis,"Asset Management, Business Analytics, Financial Accounting, Data Analysis, Rstudio, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Analytics, Health Care, ",4.9,Coursera
Intellectual Property Law Specialization,https://www.coursera.org/specializations/introduction-intellectual-property,Business,Business Strategy,"Brand Management, Strategic Thinking, Planning, Intellectual Property, Business Strategy, Asset Management, Value Proposition, Copyright, Copyright Protection, Fair Use, Marketing, Strategic Planning, ",4.8,Coursera
The Singer Songwriter Specialization,https://www.coursera.org/specializations/singer-songwriter,Arts and Humanities,Music and Art,"Music production, Ableton, Singing, Songwriting, Guitar, Tablature, Music notation, Guitar scales, Guitar chords, Popular Music, Breathing Techniques, Belting, ",4.8,Coursera
AI for Medicine Specialization,https://www.coursera.org/specializations/ai-for-medicine,Data Science,Machine Learning,"model interpretation, Image Segmentation, natural language extraction, Machine Learning, time-to-event modeling, Deep Learning, model evaluation, Multi-class classification, Random Forest, model tuning, treatment effect estimation, machine learning interpretation, ",4.7,Coursera
Mergers and Acquisitions  Specialization,https://www.coursera.org/specializations/mergersandacquisitions,Business,Finance,"Financial Accounting, Financial Modeling, Mergers And Acquisitions (M&A), Corporate Investments, Accounting, Taxes, Financial Statement, Corporate Accouting, ",4.5,Coursera
Dynamic Public Speaking Specialization,https://www.coursera.org/specializations/public-speaking,Personal Development,Personal Development,"Communication, Presentation, Speech, Public Speaking, Confidence, ",4.8,Coursera
Supply Chain Analytics Specialization,https://www.coursera.org/specializations/supply-chain-analytics,Business,Business Essentials,"Data Analysis, Supply Chain, Business Intelligence, Demand and Supply Planning, job intelligence, Management Consulting, Benchmarking, Competitive Analysis, Model Selection Validation Improvement, Regression Analysis, Demand Planning and Forecasting, Data Visualization (DataViz), ",4.5,Coursera
Six Sigma Black Belt Specialization,https://www.coursera.org/specializations/six-sigma-black-belt,Business,Leadership and Management,"Statistics, Math, ",4.5,Coursera
Strategic Leadership and Management Specialization,https://www.coursera.org/specializations/strategic-leadership,Business,Leadership and Management,"Strategic Management, Negotiation, Leadership, Business Strategy, self-awareness, Ethical decision-making, Defining Leadership, Trust in relationships, Leadership Development, Develop team culture, Navigate growth and change in teams, Create space for DEIB, ",4.8,Coursera
Music Education for Teachers Specialization,https://www.coursera.org/specializations/music-education,Social Sciences,Education,"Music, Music production, Improvisation, Songwriting, Music Education, classroom management, Curriculum Design, Teaching, Learning, Music Performance, Jazz, Jazz Improvisation, ",4.8,Coursera
Project Management Specialization,https://www.coursera.org/specializations/meem-project-management,Business,Leadership and Management,"Engineering management, Agile Management, Risk Management, Stakeholder Communications, Project Management, Resource Management, Business Communication, Team Management, Project Planning, budget management, Servant Leadership, Strategic Management, ",4.7,Coursera
User Experience Research and Design Specialization,https://www.coursera.org/specializations/michiganux,Computer Science,Design and Product,"User Research, Affinity Diagram, human computer interaction, User Experience (UX), User Experience Design (UXD), Adobe Photoshop, ",4.8,Coursera
Good with Words: Writing and Editing Specialization,https://www.coursera.org/specializations/good-with-words,Personal Development,Personal Development,"Persuasion, Creativity, Writing, Time management, Editing, ",4.8,Coursera
Drug Development Product Management Specialization,https://www.coursera.org/specializations/drug-development-product-management,Health,Healthcare Management,"Marketing, Drug Regulations, Drug Discovery, Clinical Trials, Pharmacology, Drug Development, Clinical Development, Pharmacokinetics, Clinical Research, Clinical Trial Design, ",4.7,Coursera
Excel Skills for Data Analytics and Visualization Specialization,https://www.coursera.org/specializations/excel-data-analytics-visualization,Business,Business Essentials,"Data Analysis, Microsoft Excel, Data Visualization (DataViz), Data Cleansing, Big Data, power bi, ",4.8,Coursera
"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,Health,Nutrition,"mindful eating, sensible shopping, sustainable eating, food mindfulness, Cooking, Devise a customized plan for optimizing your eating patterns., Rebuild your relationship with food by learning to genuinely love the foods that will support your health in the long term., Practice self-compassion with regard to your eating behaviors and food choices., Observe your own unique eating patterns and identify areas of improvement., Practice food mindfulness or mindful eating on a day-to-day basis., How to identify sustainably caught (or farmed) fish and seafood, How to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods), ",4.8,Coursera
Web Design for Everybody: Basics of Web Development & Coding Specialization,https://www.coursera.org/specializations/web-design,Computer Science,Mobile and Web Development,"Web Development, Cascading Style Sheets (CSS), Html5, JavaScript, Responsive Web Design, Web Design, Web Accessibility, HTML, Style Sheets, Document Object Model (DOM), Bootstrap (Front-End Framework), ",4.8,Coursera
Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,Computer Science,Software Development,"Microsoft Azure, Cloud Computing, Cloud Computing Security, Artificial Intelligence (AI), Internet Of Things (IOT), Application Design, Cloud Governance Strategy, Test Preparation, ",4.6,Coursera
Business Value and Project Management Specialization,https://www.coursera.org/specializations/business-value-project-management,Business,Leadership and Management,"Organizational Structure, Project Execution, Financial Accounting, Strategic Management, Project Management, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Knowledge of General Business Functions, Organization Design, ",4.8,Coursera
Clinical Trials Operations Specialization,https://www.coursera.org/specializations/clinical-trials-operations,Health,Public Health,"Data Management, Trial Design, Ethics, Clinical Data Management, Data Collection, Clinical Trial Design, Randomization, Masking, Statistical Analysis, Monitoring, Reproducibility, Meta-Analysis, ",4.8,Coursera
Investment Management with Python and Machine Learning Specialization,https://www.coursera.org/specializations/investment-management-python-machine-learning,Business,Finance,"Risk Management, Portfolio construction and analysis, Python programming skills, Implementation of data science techniques in investment decisions, Portfolio Optimization, Programming skills, Managing your own personal invetsments, Investment management knowledge, Computer Science, Expertise in data science, Advanced vizualisation, Basics of consuption-based alternative data, ",4.5,Coursera
Data Analysis with R Specialization,https://www.coursera.org/specializations/statistics,Data Science,Data Analysis,"Statistics, R Programming, Rstudio, Exploratory Data Analysis, Statistical Inference, Statistical Hypothesis Testing, Linear Regression, Regression Analysis, ",4.7,Coursera
Excel to MySQL: Analytic Techniques for Business Specialization,https://www.coursera.org/specializations/excel-mysql,Business,Business Essentials,"Binary Classification, Data Analysis, Tableau Software, SQL, Business Analysis, Business Analytics, Business Process, Microsoft Excel, Linear Regression, Data Visualization (DataViz), Visualization (Computer Graphics), MySQL, ",4.6,Coursera
Bayesian Statistics Specialization,https://www.coursera.org/specializations/bayesian-statistics,Data Science,Probability and Statistics,"Bayesian Statistics, Data Science, R Programming, Data Analysis, Statistics, Bayesian Inference, Gibbs Sampling, Markov Model, Mixture Model, Forecasting, Dynamic Linear Modeling, Time Series, ",4.7,Coursera
Data Science Foundations: Data Structures and Algorithms Specialization,https://www.coursera.org/specializations/boulder-data-structures-algorithms,Computer Science,Algorithms,"Algorithm Design, Python Programming, Data Structure Design, Analysis of Algorithms, Hashtables, Graphs Algorithms, Intractability, ",4.7,Coursera
Biostatistics in Public Health  Specialization,https://www.coursera.org/specializations/biostatistics-public-health,Health,Public Health,"Statistics, Statistical Hypothesis Testing, variability, regression, Normal Distribution, summary measures, binary data, Confidence Interval, p values, sampling, P-Value, Proportional Hazards Model, ",4.8,Coursera
Algorithms for Battery Management Systems Specialization,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,Physical Science and Engineering,Electrical Engineering,"Design equivalent-circuit models for lithium-ion battery cells, Implement state-of-charge estimators for lithium-ion battery cells, Understand how lithium-ion battery cells work and basic requirements of battery-management systems, Implement state-of-health estimators for lithium-ion battery cells, Understand balancing requirements and implement power estimators for lithium-ion battery packs, Understand the requirements of a battery-management system, Understand how lithium-ion battery cells work, How to implement state-of-charge (SOC) estimators for lithium-ion battery cells, H​ow to implement state-of-health (SOH) estimators for lithium-ion battery cells, H​ow to design balancers and power-limits estimators for lithium-ion battery packs, ",4.8,Coursera
"Effective Communication: Writing, Design, and Presentation Specialization",https://www.coursera.org/specializations/effective-business-communication,Business,Business Essentials,"Business Writing, Presentation, Graphic Design, Writing, Grammar, Communication, Graphics, Typography, Public Speaking, Communication Design, ",4.8,Coursera
Financial Management Specialization,https://www.coursera.org/specializations/financial-management,Business,Finance,"Financial Mismanagement, Financial Management, Risk Management, Investment, Financial Aid Management, Financial Accounting, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Stock, ",4.7,Coursera
Game Design: Art and Concepts Specialization,https://www.coursera.org/specializations/game-design,Arts and Humanities,Music and Art,"Interactive Storytelling, Game Design Document, Video Game Design, Game Design, Video Game Development, Gameplay, Level Design, Art, ",4.7,Coursera
Neuroscience and Neuroimaging Specialization,https://www.coursera.org/specializations/computational-neuroscience,Data Science,Data Analysis,"Experiment, Neuroscience, R Programming, Image Processing, Statistics, Statistical Analysis, Statistical Model, Preprocessor, Brain, Neurology, ",4.7,Coursera
Electronic Music Production Specialization,https://www.coursera.org/specializations/electronic-music-production,Arts and Humanities,Music and Art,"Audio Production, Audio Recording, Music, Sound Design, Audio Editing, Music Making, File Management, Ableton, MIDI programming, Create an electronic composition, Create custom synthesizer patches, Manipulate preset patches, ",4.8,Coursera
Branding: The Creative Journey Specialization,https://www.coursera.org/specializations/branding-the-creative-journey,Business,Business Strategy,"Creativity, Journalism, Branding, Communication, CX, Advertising, Logo, Brand, Brand Identity, Employment, Leadership, Management, ",4.6,Coursera
Six Sigma Green Belt Specialization,https://www.coursera.org/specializations/six-sigma-green-belt,Business,Business Essentials,"Lean Six Sigma, Process Improvement, Six Sigma Green Belt, Six Sigma, Process Capability, ",4.7,Coursera
Excel/VBA for Creative Problem Solving Specialization,https://www.coursera.org/specializations/excel-vba-creative-problem-solving,Computer Science,Design and Product,"Microsoft Excel Vba, Computer Programming, Problem Solving, Arrays, Debugging, ",4.8,Coursera
Business Statistics and Analysis Specialization,https://www.coursera.org/specializations/business-statistics-analysis,Data Science,Probability and Statistics,"Microsoft Excel, Linear Regression, Statistical Hypothesis Testing, Lookup Table, Data Analysis, Pivot Table, Statistics, Statistical Analysis, Normal Distribution, Poisson Distribution, Log–Log Plot, Interaction (Statistics), ",4.7,Coursera
People and Soft Skills for Professional and Personal Success Specialization,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,Personal Development,Personal Development,"Presentation Skills, Communication Skills, Professional Development, People Skills, Soft skills, teamwork, Listening Skills, Communication, Critical Thinking, Creative Skills, Powerpoint Skills, Agility, ",4.7,Coursera
"Songwriting: Writing, Arranging, and Producing Music Specialization",https://www.coursera.org/specializations/songwriting,Arts and Humanities,Music and Art,"Music, arranging, Producing, Songwriting, Music recording, Poetry, Melodic Hooks, Melody, Harmony, Writing, Audio Recording, Music Making, ",4.8,Coursera
Culture-Driven Team Building Specialization,https://www.coursera.org/specializations/team-building,Business,Business Essentials,"Team dynamics, Team Building, Collaboration, Intercultural Communication, Organizational Anthropology, Cultural Learning, Leadership, Organizational Culture, Emotional Intelligence, Team Management, ",4.6,Coursera
Investment Management Specialization,https://www.coursera.org/specializations/investment-management,Business,Finance,"Investment Management, Risk Management, Financial Markets, Finance, Bond Market, Interest Rate, Stock, Portfolio Construction, Investment Style, Cognitive Bias, Investment, Portfolio Theories, ",4.8,Coursera
Object Oriented Programming in Java Specialization,https://www.coursera.org/specializations/object-oriented-programming,Computer Science,Software Development,"Data Structure, Hash Table, Java Programming, Object-Oriented Programming (OOP), Algorithms, Problem Solving, String (Computer Science), Cryptography, Logic Programming, Sorting Algorithm, Trees (Data Structures), Linked List, ",4.6,Coursera
Fundamentals of Accounting  Specialization,https://www.coursera.org/specializations/accounting-fundamentals,Business,Business Essentials,"Income Statement, Cost, Financial Statement, Balance Sheet, Accounting, Accounting Terminology, Financial Ratio, ",4.6,Coursera
Databases for Data Scientists Specialization,https://www.coursera.org/specializations/databases-for-data-scientists,Information Technology,Data Management,"Database (DB) Design, Data Warehousing, NoSQL, database administration, SQL, Database (DBMS), Relational Models, Normalization, Entity–Relationship (E-R) Model, Data Science, Database Application, SQL (Structured Query Language), ",4.7,Coursera
PostgreSQL for Everybody Specialization,https://www.coursera.org/specializations/postgresql-for-everybody,Computer Science,Mobile and Web Development,"Json, Database (DBMS), Natural Language Processing, SQL, ",4.7,Coursera
Medical Terminology Specialization,https://www.coursera.org/specializations/medicalterminology,Health,Basic Science,"Communication, Medical language, Health records, human anatomy, ",4.9,Coursera
Advanced Data Science with IBM Specialization,https://www.coursera.org/specializations/advanced-data-science-ibm,Data Science,Machine Learning,"Data Science, Internet Of Things (IOT), Deep Learning, Apache Spark, Statistics, Machine Learning, Long Short-Term Memory (ISTM), ",4.4,Coursera
Probabilistic Graphical Models  Specialization,https://www.coursera.org/specializations/probabilistic-graphical-models,Data Science,Machine Learning,"Inference, Bayesian Network, Belief Propagation, Graphical Model, Markov Random Field, Gibbs Sampling, Markov Chain Monte Carlo (MCMC), Algorithms, Expectation–Maximization (EM) Algorithm, ",4.6,Coursera
FPGA Design for Embedded Systems Specialization,https://www.coursera.org/specializations/fpga-design,Physical Science and Engineering,Electrical Engineering,"Softcore Processor Design, Writing Code in Verilog, Programmable Logic Design, VHDL Coding, Simulation for Verification, Primality Test, Verilog, Digital Design, Static Timing Analysis, Simulating FPGA Designs, Designing FPGA Logic, Designing Test Benches, ",4.5,Coursera
School Health for Children and Adolescents Specialization,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,Health,Patient Care,"Behavioral Health, School Health, Learning Disabilities, Medical Conditions, Nutrition, ",4.8,Coursera
Statistical Analysis with R for Public Health Specialization,https://www.coursera.org/specializations/statistical-analysis-r-public-health,Health,Public Health,"Statistical Thinking, Survival Analysis, Logistic Regression, Data analysis with R, Linear Regression, Run basic analyses in R, R Programming, Understand common data distributions and types of variables, Formulate a scientific hypothesis, Correlation And Dependence, Understand common ways to choose what predictors go into a regression model, Run and interpret Kaplan-Meier curves in R, ",4.7,Coursera
Music Business  Specialization,https://www.coursera.org/specializations/music-business,Business,Leadership and Management,"Copyright, Music, Social Media, Business, Entrepreneurship, Music business, Revenue streams, Teambuilding, Contracts, Marketing, Crowdfunding, Networking, ",4.8,Coursera
Healthcare IT Support Specialization,https://www.coursera.org/specializations/healthcare-it,Health,Health Informatics,"Technical Support, Customer Support, Health Information Technology, Telemedicine, Electronic Health Records, ",4.8,Coursera
Practical Guide to Trading Specialization,https://www.coursera.org/specializations/financial-instruments-trading-investing,Business,Finance,"Fundamental Analysis, World Markets, Futures, Equities, Options Strategies, Sectors, Mutual Funds, Stocks, Business Cycle, FX Case Study, FX Trading, currency pairs, ",4.4,Coursera
Introduction to Logic and Critical Thinking Specialization,https://www.coursera.org/specializations/logic-critical-thinking-duke,Arts and Humanities,Philosophy,"logic, Critical Thinking, reason, Evaluation, Interpretation, Language, Linguistics, ",4.6,Coursera
Blockchain Specialization,https://www.coursera.org/specializations/blockchain,Computer Science,Software Development,"Smart Contract, Ethereum, Blockchains, Solidity, Cryptography, Bitcoin, Cryptocurrency, Blockchain, Remix IDE, MetaMask client, Decentralized Applications, Truffle IDE, ",4.6,Coursera
Software Design and Architecture Specialization,https://www.coursera.org/specializations/software-design-architecture,Computer Science,Software Development,"Software Architecture, Java, Software Design Pattern, Object-Oriented Programming (OOP), Object-Oriented Design, Object-Oriented Analysis And Design, Unified Modeling Language (UML), Web Service, Microservices, Representational State Transfer (REST), Service-Oriented Architecture, ",4.6,Coursera
Climate Change and Sustainable Investing Specialization,https://www.coursera.org/specializations/climatechangeandsustainableinvesting,Business,Finance,"Understand the various policy approaches involved in the transition to a low carbon economy including in particular ""cap & trade"" carbon markets, Learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios, Understand how climate change risks impact corporate decisions and company value, Understand the instruments investment funds and solutions used to finance clean technologies and clean energy, Understanding the evidence for climate change and for its anthropogenic origin, Understand the likely impacts on the real economy of the different courses of actions ahead of us, Evaluate projects on a portfolio basis the economic attractiveness of various abatement projects, Assess critically the economic desirability of different technologically feasible abatement technologies, Understand how climate change risk exposure affects corporate decisions and value, Map the financial risks and opportunities of climate change, Understand the instruments investment funds and solutions to finance clean technologies and clean energy, Assess how climate change impacts financial intermediaries and systemic risks, ",4.7,Coursera
Functional Programming in Scala Specialization,https://www.coursera.org/specializations/scala,Computer Science,Software Development,"Scala Programming, Parallel Computing, Apache Spark, Functional Programming, Recursion, Immutable Data Types, Higher-Order Function, Laziness, Type Class, Referential Transparency, Reactive Programming, Data Structure, ",4.7,Coursera
Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,Data Science,Data Analysis,"Describe how to work with relational data on Azure, Describe core data concepts, Describe how to work with non-relational data on Azure, Describe an analytics workload on Azure, Microsoft Azure, Data Management, Data Storage, Data Concepts, Database (DBMS), NoSQL, SQL, Relational Data, ",4.7,Coursera
Financial Technology (Fintech) Innovations Specialization,https://www.coursera.org/specializations/financialtechnology,Business,Finance,"Credit Technology, Cryptocurrency, Smart Investing, Blockchain, Payment Systems, processing payments, Payment Processing, payment technology, Value Propositions, decentralization algorithms, consensus algorithms, blockchain as a business solution, ",4.7,Coursera
Business Strategies for A Better World Specialization,https://www.coursera.org/specializations/wharton-global-business-strategy,Business,Leadership and Management,"Social Return On Investment (SROI), Corruption, Social Entrepreneurship, Socially Responsible Investing, Global Financial Crisis, Trend Analysis, Economy, Trading, Strategic Management, ",4.7,Coursera
Machine Learning on Google Cloud Specialization,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,Data Science,Machine Learning,"Vertex AI, Machine Learning, Feature Engineering, Tensorflow, Cloud Computing, Application Programming Interfaces (API), Inclusive ML, Google Cloud Platform, Bigquery, Data Cleansing, Python Programming, Build Input Data Pipeline, ",4.6,Coursera
Integrative Health and Medicine Specialization,https://www.coursera.org/specializations/integrative-health-and-medicine,Health,Patient Care,"wellbeing, patient-centered care, improved symptom management, integrative medicine, evidence-based practice, Evidence-Based Practices, complementary therapies, integrative nursing, symptom management, healthcare, Stress Management, Pain Management, ",4.8,Coursera
Futures Thinking Specialization,https://www.coursera.org/specializations/futures-thinking,Business,Business Essentials,"Strategic Foresight, Simulation, Scenario Design, Future Forecasting, Foresight, Creativity, Strategic Thinking, Innovation, Leadership, Scenario Development, Strategic Planning, Gaming, ",4.8,Coursera
Finance for Technical Managers Specialization,https://www.coursera.org/specializations/finance-for-technical-managers,Business,Leadership and Management,"Product Cost Analysis, Project valuation, financial statement analysis, Discounted Cash Flow Analysis, Financial Adviser, time value of money, Cost Estimation Techniques, Application to Personal Finances, Project Valuation: NPV IRR and Payback Period, Creating a Compelling Project Business Case, Project Selection Techniques, Risk Management: Scenario and Sensitivity Analysis, ",4.7,Coursera
"TESOL Certificate, Part 2: Teach English Now! Specialization",https://www.coursera.org/specializations/tesol-certificate-2,Language Learning,Learning English,"Teaching, English Language, Lesson Plan, Speech, Plan, ",4.9,Coursera
Introduction to Discrete Mathematics for Computer Science Specialization,https://www.coursera.org/specializations/discrete-mathematics,Computer Science,Algorithms,"Graph Theory, Number Theory, Cryptography, Probability, Mathematical Induction, Proof Theory, Discrete Mathematics, Mathematical Logic, Random Variable, Probability Interpretations, Combinatorics, Modular Exponentiation, ",4.5,Coursera
Core Java Specialization,https://www.coursera.org/specializations/core-java,Computer Science,Software Development,"Computer Programming, Java Programming, Web Development, Java Database Connectivity (JDBC), Java Class Library, Object-Oriented Programming (OOP), Crt0, Recursively Enumerable Set, Java Compiler, Javac, Iterator, Linearity, ",4.6,Coursera
Engineering Project Management Specialization,https://www.coursera.org/specializations/engineering-project-management,Business,Leadership and Management,"Planning, Schedule, Earned Value Management (EVMT), Project Management, Procurement, Project Charter, Project Planning, Risk Management Plan, Project Risk Management, ",4.8,Coursera
Bioinformatics Specialization,https://www.coursera.org/specializations/bioinformatics,Health,Health Informatics,"Whole Genome Sequencing, Viterbi Algorithm, Suffix Tree, Python Programming, Algorithms, Unweighted Pair Group Method with Arithmetic Mean (UPGMA), Bioinformatics, Bioinformatics Algorithms, Dynamic Programming, Graph Theory, ",4.4,Coursera
Cybersecurity Attack and Defense Fundamentals Specialization,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,Computer Science,Computer Security and Networks,"Cyberattacks, Network Defense, Digital Forensics, Cybersecurity, Ethical Hacking, Ethica Hacking, Network Security, Computer Forensics, ",4.6,Coursera
Organizational Leadership Specialization,https://www.coursera.org/specializations/organizational-leadership,Business,Leadership and Management,"Design Leadership, Negotiation, Leadership, Marketing, Team Management, Collaboration, Communication, Innovation, Crisis Management, Communications Management, Advertising, Data Analysis, ",4.7,Coursera
Inspirational Leadership: Leading with Sense Specialization,https://www.coursera.org/specializations/inspirational-leadership,Business,Leadership and Management,"Confidence, Communication, Leadership, Strategic Hr Leadership, Human Resources (HR), ",4.7,Coursera
Photography Basics and Beyond: From Smartphone to DSLR Specialization,https://www.coursera.org/specializations/photography-basics,Arts and Humanities,Music and Art,"Social Media, Photography, Copywriting, Writing, Confidence, History, Creativity, Art, Project, ",4.8,Coursera
Omnichannel Retail Strategy Specialization,https://www.coursera.org/specializations/wharton-retail-strategy,Business,Business Strategy,"Talent Management, Marketing Strategy, Performance Management, Analytics, Digital Supply Chain, ",4.8,Coursera
Renewable Energy Specialization,https://www.coursera.org/specializations/renewable-energy,Physical Science and Engineering,Environmental Science and Sustainability,"Renewable Energy, Solar Energy, Energy Projects, Sustainability, Wind Energy, Energy storage, Renewable Energy Techologies, Electricity systems, Wind Power, Sustainable Energy, Project Execution, Project Operations, ",4.8,Coursera
Become an EMT Specialization,https://www.coursera.org/specializations/become-an-emt,Health,Patient Care,"Emergency Medicine, Emergency Medical Technician, EMT, Trauma, Dentures, Foams, Toe, Decontamination, infant, ingestion, listening, emergency, ",4.8,Coursera
Market Research Specialization,https://www.coursera.org/specializations/market-research,Business,Marketing,"Internality, Qualitative Research, quantitative research, Market Research, Proposal Writing, Research Methods, Product Research, Marketing Intelligence, Sample Collection, Sample Size Determination, Sample Preparation, Focus Group, ",4.5,Coursera
Transforming the Fashion Business Specialization,https://www.coursera.org/specializations/transforming-fashion-business,Business,Business Strategy,"Fashion Design, Fashion Systems, Sustainability, Holistic Product Lifecyle, Retail Management, Systems Thinking, Product Life Cycles, User-Centered Design, Research And Development (R&D), Trend Analysis, ethical design and production, Collaboration, ",4.7,Coursera
"GIS, Mapping, and Spatial Analysis Specialization",https://www.coursera.org/specializations/gis-mapping-spatial-analysis,Data Science,Data Analysis,"Geographic Information System (GIS), Cartography, Esri, Mapping, Spatial Analysis, ",4.9,Coursera
Trading Strategies in Emerging Markets Specialization,https://www.coursera.org/specializations/trading-strategy,Business,Finance,"Trading Strategy, Algorithmic Trading, Financial Ratio, Trading, Cost, Financial Statement, Post-Earnings-Announcement Drift (PEAD), F1 Score, ",4.3,Coursera
Healthcare Law Specialization,https://www.coursera.org/specializations/healthcare-law,Health,Healthcare Management,"Affordable Care Act, Health Law, Health Insurance Portability And Accountability Act (HIPAA), Health Policy, Privacy, Healthcare Management, Health Policy Analysis, Health Insurance, Permanent Placement, Unfair Labor Practices, Legal Liability, Budget Estimation, ",4.8,Coursera
Web Applications for Everybody Specialization,https://www.coursera.org/specializations/web-applications,Computer Science,Mobile and Web Development,"Jquery, web application development, Hypertext Preprocessor (PHP), JavaScript, MySQL, HTML, Cascading Style Sheets (CSS), Phpmyadmin, Relational Database, SQL, Create, Read, Update And Delete, ",4.8,Coursera
